MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20100209,RI,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,RI,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,RI,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,RI,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,RI,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,RI,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,RI,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20201229,SC,86.70,13.30,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,SC,86.70,13.30,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201215,SC,86.70,13.30,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201208,SC,93.23,6.77,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201201,SC,93.84,6.16,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201124,SC,93.84,6.16,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,1
20201117,SC,94.76,5.24,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,1
20201110,SC,91.10,8.90,0.00,0.00,0.00,0.00,2020-11-10,2020-11-16,1
20201103,SC,91.12,8.88,0.00,0.00,0.00,0.00,2020-11-03,2020-11-09,1
20201027,SC,91.26,8.74,0.00,0.00,0.00,0.00,2020-10-27,2020-11-02,1
20201020,SC,94.65,5.35,0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,1
20201013,SC,99.42,0.58,0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,1
20201006,SC,99.42,0.58,0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,1
20200929,SC,99.42,0.58,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,1
20200922,SC,99.26,0.74,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,1
20200915,SC,75.33,24.67,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,1
20200908,SC,83.32,16.68,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,1
20200901,SC,98.46,1.54,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,1
20200825,SC,98.46,1.54,0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,SC,90.75,9.25,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,1
20200811,SC,95.48,4.52,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,SC,84.84,15.16,0.13,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,SC,84.33,15.67,0.13,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,SC,89.97,10.03,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
20200630,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200623,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200616,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,SC,76.53,23.47,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,SC,76.53,23.47,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,SC,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,SC,96.64,3.36,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,SC,66.67,33.33,9.04,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,SC,65.90,34.10,9.04,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,SC,44.62,55.38,27.45,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,SC,36.64,63.36,36.42,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,SC,32.42,67.58,53.69,12.18,0.00,0.00,2019-11-12,2019-11-18,1
20191105,SC,23.77,76.23,59.50,19.52,0.00,0.00,2019-11-05,2019-11-11,1
20191029,SC,22.38,77.62,61.46,29.19,3.24,0.00,2019-10-29,2019-11-04,1
20191022,SC,22.80,77.20,64.18,36.04,8.63,0.00,2019-10-22,2019-10-28,1
20191015,SC,18.98,81.02,67.32,38.30,8.63,0.00,2019-10-15,2019-10-21,1
20191008,SC,22.04,77.96,62.98,36.84,7.03,0.00,2019-10-08,2019-10-14,1
20191001,SC,22.06,77.94,48.67,20.47,1.77,0.00,2019-10-01,2019-10-07,1
20190924,SC,22.12,77.88,44.58,14.75,0.00,0.00,2019-09-24,2019-09-30,1
20190917,SC,36.59,63.41,24.80,6.50,0.00,0.00,2019-09-17,2019-09-23,1
20190910,SC,40.02,59.98,19.31,6.50,0.00,0.00,2019-09-10,2019-09-16,1
20190903,SC,28.35,71.65,17.39,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,SC,24.78,75.22,17.59,0.65,0.00,0.00,2019-08-27,2019-09-02,1
20190820,SC,11.03,88.97,15.00,0.65,0.00,0.00,2019-08-20,2019-08-26,1
20190813,SC,21.89,78.11,8.50,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,SC,49.67,50.33,5.47,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,SC,46.26,53.74,5.40,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,SC,56.89,43.11,3.09,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,SC,56.62,43.38,3.47,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,SC,61.31,38.69,3.98,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,SC,75.78,24.22,6.67,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,SC,63.26,36.74,5.77,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,SC,50.97,49.03,16.57,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,SC,27.72,72.28,36.82,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,SC,11.80,88.20,49.80,16.23,0.00,0.00,2019-06-04,2019-06-10,1
20190528,SC,32.57,67.43,28.20,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,SC,44.43,55.57,23.78,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,SC,46.41,53.59,22.10,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,SC,45.71,54.29,23.20,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,SC,45.71,54.29,23.20,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,SC,46.10,53.90,23.13,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,SC,43.61,56.39,26.24,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,SC,46.51,53.49,27.70,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,SC,33.87,66.13,30.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,SC,65.36,34.64,13.87,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,SC,71.11,28.89,2.44,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,SC,71.11,28.89,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,SC,74.20,25.80,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,SC,74.28,25.72,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,SC,84.88,15.12,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,SC,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,SC,97.75,2.25,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,SC,87.01,12.99,2.58,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,SC,88.18,11.82,2.58,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,SC,86.53,13.47,2.18,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,SC,86.53,13.47,2.18,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,SC,86.53,13.47,2.05,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,SC,81.29,18.71,2.05,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,SC,81.29,18.71,2.05,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,SC,77.52,22.48,6.92,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,SC,77.52,22.48,6.92,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,SC,89.90,10.10,1.52,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,SC,92.85,7.15,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,SC,70.19,29.81,2.18,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,SC,66.79,33.21,2.33,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,SC,88.21,11.79,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,SC,97.67,2.33,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,SC,97.67,2.33,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,SC,97.67,2.33,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,SC,84.85,15.15,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,SC,83.27,16.73,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,SC,76.95,23.05,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,SC,83.96,16.04,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,SC,94.91,5.09,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,SC,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,SC,71.95,28.05,2.79,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,SC,60.10,39.90,26.52,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,SC,60.10,39.90,26.52,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,SC,60.27,39.73,23.91,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,SC,37.19,62.81,31.88,4.92,0.00,0.00,2018-04-24,2018-04-30,1
20180417,SC,20.23,79.77,51.05,25.39,0.00,0.00,2018-04-17,2018-04-23,1
20180410,SC,8.30,91.70,51.47,24.94,0.00,0.00,2018-04-10,2018-04-16,1
20180403,SC,23.93,76.07,51.47,24.05,0.00,0.00,2018-04-03,2018-04-09,1
20180327,SC,27.65,72.35,30.66,3.68,0.00,0.00,2018-03-27,2018-04-02,1
20180320,SC,30.58,69.42,23.33,2.19,0.00,0.00,2018-03-20,2018-03-26,1
20180313,SC,30.58,69.42,23.63,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,SC,40.06,59.94,21.59,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,SC,45.87,54.13,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,SC,45.87,54.13,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,SC,45.87,54.13,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,SC,5.93,94.07,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,SC,18.45,81.55,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,SC,16.64,83.36,21.74,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,SC,32.71,67.29,21.74,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,SC,31.78,68.22,21.74,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,SC,27.38,72.62,21.77,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,SC,41.23,58.77,19.60,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,SC,32.26,67.74,29.80,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,SC,33.93,66.07,29.13,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,SC,33.93,66.07,29.12,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,SC,37.20,62.80,27.26,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,SC,49.38,50.62,9.28,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,SC,53.95,46.05,8.91,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,SC,61.15,38.85,8.05,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,SC,67.28,32.72,2.31,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,SC,67.28,32.72,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,SC,60.27,39.73,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,SC,68.19,31.81,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,SC,62.06,37.94,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,SC,60.92,39.08,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,SC,82.33,17.67,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,SC,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,SC,97.64,2.36,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,SC,97.64,2.36,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,SC,99.98,0.02,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,SC,99.90,0.10,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,SC,96.73,3.27,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,SC,62.43,37.57,3.11,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,SC,50.94,49.06,7.84,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,SC,39.27,60.73,15.55,0.08,0.00,0.00,2017-05-16,2017-05-22,1
20170509,SC,39.31,60.69,15.64,0.08,0.00,0.00,2017-05-09,2017-05-15,1
20170502,SC,38.05,61.95,15.80,0.15,0.00,0.00,2017-05-02,2017-05-08,1
20170425,SC,32.96,67.04,18.56,1.70,0.00,0.00,2017-04-25,2017-05-01,1
20170418,SC,6.95,93.05,38.71,3.33,1.63,0.00,2017-04-18,2017-04-24,1
20170411,SC,9.17,90.83,38.40,3.33,1.63,0.00,2017-04-11,2017-04-17,1
20170404,SC,5.08,94.92,42.49,15.41,2.16,0.00,2017-04-04,2017-04-10,1
20170328,SC,4.43,95.57,37.62,17.57,2.66,0.00,2017-03-28,2017-04-03,1
20170321,SC,10.51,89.49,35.56,17.61,4.16,0.00,2017-03-21,2017-03-27,1
20170314,SC,39.94,60.06,26.85,17.61,4.16,0.00,2017-03-14,2017-03-20,1
20170307,SC,48.67,51.33,26.85,17.61,4.16,0.00,2017-03-07,2017-03-13,1
20170228,SC,54.61,45.39,26.85,17.61,4.16,0.00,2017-02-28,2017-03-06,1
20170221,SC,59.51,40.49,24.57,8.55,0.00,0.00,2017-02-21,2017-02-27,1
20170214,SC,59.69,40.31,21.88,4.14,0.00,0.00,2017-02-14,2017-02-20,1
20170207,SC,71.14,28.86,21.88,4.12,0.00,0.00,2017-02-07,2017-02-13,1
20170131,SC,71.19,28.81,21.88,4.12,0.00,0.00,2017-01-31,2017-02-06,1
20170124,SC,71.19,28.81,21.88,4.12,0.00,0.00,2017-01-24,2017-01-30,1
20170117,SC,39.13,60.87,28.60,18.69,4.12,0.00,2017-01-17,2017-01-23,1
20170110,SC,39.13,60.87,28.60,18.69,4.12,0.00,2017-01-10,2017-01-16,1
20170103,SC,27.80,72.20,30.28,19.83,4.12,0.00,2017-01-03,2017-01-09,1
20161227,SC,25.02,74.98,41.79,26.67,9.60,0.03,2016-12-27,2017-01-02,1
20161220,SC,25.02,74.98,41.79,26.67,9.60,0.03,2016-12-20,2016-12-26,1
20161213,SC,25.03,74.97,42.27,26.41,9.60,0.03,2016-12-13,2016-12-19,1
20161206,SC,24.64,75.36,42.27,26.41,17.33,0.03,2016-12-06,2016-12-12,1
20161129,SC,25.15,74.85,40.49,26.90,20.98,5.61,2016-11-29,2016-12-05,1
20161122,SC,25.15,74.85,40.21,26.85,20.98,5.61,2016-11-22,2016-11-28,1
20161115,SC,55.92,44.08,28.61,21.76,16.06,1.14,2016-11-15,2016-11-21,1
20161108,SC,59.27,40.73,24.37,16.41,12.20,0.00,2016-11-08,2016-11-14,1
20161101,SC,63.94,36.06,22.02,16.41,12.20,0.00,2016-11-01,2016-11-07,1
20161025,SC,63.94,36.06,22.02,15.50,11.95,0.00,2016-10-25,2016-10-31,1
20161018,SC,73.78,26.22,17.94,13.41,2.10,0.00,2016-10-18,2016-10-24,1
20161011,SC,74.53,25.47,16.36,5.30,0.74,0.00,2016-10-11,2016-10-17,1
20161004,SC,73.58,26.42,16.00,5.12,0.00,0.00,2016-10-04,2016-10-10,1
20160927,SC,73.62,26.38,14.28,1.45,0.00,0.00,2016-09-27,2016-10-03,1
20160920,SC,69.33,30.67,8.38,1.45,0.00,0.00,2016-09-20,2016-09-26,1
20160913,SC,69.33,30.67,7.90,1.45,0.00,0.00,2016-09-13,2016-09-19,1
20160906,SC,71.65,28.35,7.90,1.45,0.00,0.00,2016-09-06,2016-09-12,1
20160830,SC,39.96,60.04,17.69,2.12,0.58,0.00,2016-08-30,2016-09-05,1
20160823,SC,61.77,38.23,16.89,2.12,0.58,0.00,2016-08-23,2016-08-29,1
20160816,SC,62.11,37.89,17.06,5.98,1.55,0.00,2016-08-16,2016-08-22,1
20160809,SC,62.06,37.94,19.69,7.17,1.55,0.00,2016-08-09,2016-08-15,1
20160802,SC,65.16,34.84,25.32,11.00,1.69,0.00,2016-08-02,2016-08-08,1
20160726,SC,65.16,34.84,24.76,11.04,1.69,0.00,2016-07-26,2016-08-01,1
20160719,SC,65.16,34.84,24.76,11.04,1.70,0.00,2016-07-19,2016-07-25,1
20160712,SC,65.36,34.64,24.79,10.62,2.70,0.00,2016-07-12,2016-07-18,1
20160705,SC,67.10,32.90,16.22,4.78,0.51,0.00,2016-07-05,2016-07-11,1
20160628,SC,70.87,29.13,12.40,3.85,0.00,0.00,2016-06-28,2016-07-04,1
20160621,SC,70.83,29.17,10.61,1.91,0.00,0.00,2016-06-21,2016-06-27,1
20160614,SC,75.74,24.26,9.78,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,SC,81.49,18.51,9.78,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,SC,81.49,18.51,9.78,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,SC,83.07,16.93,8.15,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,SC,59.55,40.45,9.21,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,SC,59.99,40.01,9.21,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,SC,43.68,56.32,7.75,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,SC,55.09,44.91,1.66,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,SC,55.09,44.91,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,SC,59.82,40.18,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,SC,59.82,40.18,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,SC,62.41,37.59,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,SC,85.02,14.98,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,SC,91.51,8.49,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,SC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,SC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,SC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,SC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,SC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,SC,99.64,0.36,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,SC,99.66,0.34,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,SC,99.66,0.34,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,SC,99.66,0.34,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,SC,99.66,0.34,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,SC,99.66,0.34,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,SC,99.66,0.34,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,SC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,SC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,SC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,SC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,SC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,SC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,SC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,SC,97.09,2.91,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,SC,97.09,2.91,0.00,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,SC,95.93,4.07,1.72,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,SC,95.93,4.07,1.72,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,SC,26.80,73.20,31.76,10.91,0.00,0.00,2015-09-29,2015-10-05,1
20150922,SC,7.24,92.76,65.81,25.60,0.00,0.00,2015-09-22,2015-09-28,1
20150915,SC,7.24,92.76,65.81,33.49,0.00,0.00,2015-09-15,2015-09-21,1
20150908,SC,7.82,92.18,65.93,33.49,0.00,0.00,2015-09-08,2015-09-14,1
20150901,SC,8.39,91.61,63.98,26.73,0.00,0.00,2015-09-01,2015-09-07,1
20150825,SC,8.34,91.66,63.79,26.73,0.00,0.00,2015-08-25,2015-08-31,1
20150818,SC,6.85,93.15,63.79,27.73,0.00,0.00,2015-08-18,2015-08-24,1
20150811,SC,7.16,92.84,63.79,23.48,0.00,0.00,2015-08-11,2015-08-17,1
20150804,SC,7.16,92.84,63.60,23.48,0.00,0.00,2015-08-04,2015-08-10,1
20150728,SC,14.26,85.74,47.53,0.03,0.00,0.00,2015-07-28,2015-08-03,1
20150721,SC,32.48,67.52,46.24,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,SC,33.06,66.94,38.43,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,SC,33.06,66.94,38.43,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,SC,32.80,67.20,27.30,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,SC,48.01,51.99,19.64,0.00,0.00,0.00,2015-06-23,2015-06-29,1
